Title,Company,Location,Post_Date,URL,Current Status,Source,Description
Fellowship -- Writer and Editor/Opinion,The New York Times,"New York, NY",2018-11-06 17:37:16,https://www.indeed.com/viewjob?jk=0a981b1cd0107369,NaN,indeed,"The Times Opinion Section is seeking fellows for writing and editing.

The editing and writing fellows will become versed in all the duties of Opinion-Editorial editors and writers. The fellows will fact-check and screen submissions and edit pieces under the close supervision of editors. In addition, the fellows will have ample opportunities to write.

Candidates should have a sharp eye for detail; a strong sense of fresh arguments and good writing; superb research skills; a devotion to the highest standards of accuracy, precision and verification; ability to dive into unfamiliar material on deadline; discretion in handling sensitive editorial material; and a strong interest in opinion journalism. A familiarity with trends in opinion writing among our competitors, an abiding interest in a wide range of subjects and strong news judgment are also critical.

The most competitive candidates will be college graduates or postgraduates or budding journalists of any age who have had news internships or equivalent experience. To apply, upload a résumé, cover letter and work samples.

This is a guild position.

Applicants must be authorized to work in the United States. The deadline to submit an application for this yearlong program is 11:59 p.m., New York time on November 19, 2018.

For more information about the Times Fellowship, navigate here: https://www.nytimes.com/interactive/2018/jobs/times-fellowship.html

The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.

The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics."
Multi Media Journalist,Hearst Television Inc.,"Oklahoma City, OK",2018-11-06 17:37:06,https://www.indeed.com/viewjob?jk=6d83f1c314f341e0,NaN,indeed,"KOCO-TV is looking for a Multimedia Journalist who has the ability to generate compelling, timely stories, write to video, and do active, urgent live shots. We are seeking a self-motivated individual who wants to win each day. The Multimedia Journalist should be an accurate, ethical, compelling storyteller with a team attitude. The right candidate loves telling stories and delivering them LIVE to the viewers. This person will produce content for air and digital. We are looking for someone who can shoot and edit video and has a passion for journalism and bringing the viewer the “big story”.
Job Responsibilities:
Gather information for stories and live reports for newscasts that could include mornings, nights and weekends. Variable shift possible.
Shoot, track and edit high-quality news stories
Coverage of breaking news, weather and sports
Develop sources and generate story ideas
Experience Requirements:
At least two years’ television news reporting, photography and editing
Breaking news and severe weather experience
Creative, concise writing
Excellent photography and editing skills
Military multimedia experience will be considered
Qualifications:
Works quickly and efficiently
Positive newsroom citizen who invests in the success of the team
Ability to connect with viewers
Must enjoy being part of a team
Excellent writing, shooting and editing skills
Must be able to provide samples of reporting and photography
Ability to develop contacts and generate stories
Can deal with the stresses and pressures of time-sensitive newscast production
Education:

Bachelor’s degree in Broadcast Journalism or related field preferred.
Military multimedia training from Defense Information School (DINFOS) will be considered with appropriate experience"
Senior Writer/Editor,Cruise Automation,"San Francisco, CA",2018-11-05 17:38:38,https://www.indeed.com/viewjob?jk=05de9211196cad62,NaN,indeed,"We're the driverless car company.

We believe in improving people's lives by making transportation safer, more accessible, and more convenient. We're building the world's most advanced software ( https://www.driverless.id/news/video-breakdown-gms-unicorn-cruise-shows-off-level-4-skills-sf-passing-uber-maybe-waymo-0176031/ ) to fuel the driverless cars that safely connect people to the places, things, and experiences they care about.

We seek and embrace diversity in all of its forms. We continuously push ourselves to think differently and take ownership wherever it's needed. This is a place for dreamers and doers to succeed. If you share our passion for achieving what some say is impossible, join us.

About the role:
Cruise is developing technology that will impact generations to come. Our fast-growing communications team is seeking a Senior Writer/Editor who will write and edit copy intended for a variety of audiences including Cruise employees, our social media channels, members of the media, as well as the general public. The ideal candidate will be able to easily translate complicated technical concepts into language accessible to everyone.

Not only will you be the best writer on our team, you'll be the best editor. We will look to you to tackle the most difficult writing assignments quickly and to complete them ahead of schedule. We'll expect you to raise our game and coach everyone on the team to be a better writer.

Most likely, you'll be one of the most creative people we've ever worked with. While your work will be an important creative outlet for you, it's unlikely that it is your only creative outlet. We're expecting to hire a natural storyteller -- someone who knows how to craft a narrative. We also are seeking someone who can write blog posts and the occasional speech for for our C-level executives. Our goal will be to capture the individual voices of these executives, not to reshape them into someone that they're not.

While we expect we will learn from you, we also expect you will learn from us. Our team believes that by learning from one another, we are stronger and more effective than we would be otherwise.

It's not often that a communicator is given a ground-floor opportunity to help shape what will become one of the world's most told business stories of the next decade. This is that opportunity.

Day-to-day responsibilities include:

Communicate complex, state-of-the-art technology to a variety of audiences.
Research and write engaging copy for a variety of assignments -- everything from social media content, to pitch-emails to journalists, to copy for our employee communications newsletters.
Quickly adapt to last minute asks and changing timelines with flexibility and good humor.
Develop and maintain the Cruise style guide that will be used by writers throughout the company.
Be a sharp copy editor for your own writing, as well as for others.
Collaborate effectively with a variety of colleagues inside and outside of Cruise.
Juggle multiple projects on fast-moving schedules with competing deadlines.
Work closely with C-suite executives and other company experts to create content in their respective voices, while maintaining fidelity to the Cruise brand.

You may be a good fit:

10+ years as a journalist, writer, or editor.
Exceptional writing, editing, and communication skills.
Expertise in AP Style.
Experience writing content that reflects an established voice and tone guidelines.
Strong collaborator who thrives in fast-paced environments.
Self-starter with excellent organizational skills, attention to detail, and the ability to drive content projects from start to finish.
A superb writer and storyteller who can distill complex ideas into simple and compelling messages, and articulate not just what's happening but why it matters.
A team player who enjoys working with others to accomplish both big and small goals.

Perks of being a Cruiser:
While doing meaningful work is the best perk of all, we also offer the following programs and benefits to support the extraordinary humans who serve as the backbone in making our robot cars go:


The opportunity to solve difficult problems that have immediate and valuable real-world applications
Competitive salary and benefits including 401k Cruise matching program to help you meet your long-term financial goals
Medical / dental / vision, AD+D and Life
Paid parental leave so you can spend time with the newest addition(s) to your family's fleet
Health and Wellness reimbursement
Annual Learning and Development stipend
Flexible vacation and 10 paid company holidays
State of the art equipment for your work station
Healthy lunch, dinner, and snacks

Take a glimpse through the lens of a Cruiser on our LinkedIn Page ( https://www.linkedin.com/company/cruise-automation-inc-/ )

GM Cruise LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Privacy Statement ( https://getcruise.com/privacy )"
Top News Editor (Editor in Charge),Thomson Reuters,"New York, NY 10036",2018-11-04 17:40:06,https://www.indeed.com/viewjob?jk=ccc7cf27ce02785c,NaN,indeed,"Job Description
Reuters, the news and media division of Thomson Reuters, is the world’s largest international multimedia news provider reaching more than one billion people every day. Reuters provides trusted business, financial, national, and international news to professionals via Thomson Reuters desktops, the world's media organizations, and directly to consumers at Reuters.com.

Reuters is looking for an exceptional editor for its Top News Team in the Americas to drive ambitious coverage of the biggest stories of the day, the week and the year.

Based in New York, Washington or Los Angeles, the Top News Editor will be responsible for conceptualizing, developing and presenting top stories for our global media and financial customers. The role requires an outward-looking, curious and collaborative news editor who will spot emerging news themes and push our teams of editors and reporters to deliver. The Top News Editor should also be passionate about finding new ways to tell stories, working closely with pictures, video and graphics colleagues to produce multimedia packages.

This is a hands-on news editing job for an experienced journalist with an ability to work effectively with bureaus across the Americas and colleagues around the world. The Top News Editor will have direct reports.

Responsibilities:
Conceptualizes, develops and edits distinct, ambitious, agenda-setting stories for our Front Page
Works collaboratively with reporters, ensuring a smooth but rigorous editing process
Sets priorities for coverage on top stories; shapes planning of coverage of future events
Identifies running opportunities for stories that Reuters can own from the first headline to the special report
Works with other Top News editors, specialist editors and bureau chiefs to ensure a pipeline of front-page worthy stories in development and that reporters get the feedback they need
Ensures all multimedia elements of a story have been considered, from graphics to pictures and video
Required Skills:
Proven skill at developing and editing enterprising stories, strong news judgment, track record in elevating journalists and stories
Strong organizational, planning and people skills; a competitive streak and consistent ability to secure results
Good understanding of the Reuters news file across asset classes and geographies; ability to see big picture and think ahead; understanding of the Reuters customer base and how clients use news
At least 10 years in reporting and editing at a major news outlet
At Thomson Reuters, we believe what we do matters. We are passionate about our work, inspired by the impact it has on our business and our customers. As a team, we believe in winning as one - collaborating to reach shared goals, and developing through challenging and meaningful experiences. With more than 25,000 employees in more than 100 countries, we work flexibly across boundaries and realize innovations that help shape industries around the world. Making this happen is a dynamic, evolving process, and we count on each employee to be a catalyst in driving our performance - and their own.

As a global business, we rely on diversity of culture and thought to deliver on our goals. To ensure we can do that, we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Thomson Reuters is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace.
Intrigued by a challenge as large and fascinating as the world itself? Come join us.

To learn more about what we offer, please visit thomsonreuters.com/careers.

More information about Thomson Reuters can be found on thomsonreuters.com.

Locations
New York-New York-United States of America;Washington-District of Columbia-United States of America;Los Angeles-California-United States of America"
News Editor (Commercial Real Estate),CoStar Group,"Washington, DC 20005 (Logan Circle area)",2018-11-03 17:39:20,https://www.indeed.com/viewjob?jk=3b1333dd507c1939,NaN,indeed,"News Editor (Commercial Real Estate)

Job Description

CoStar has served as a respected source of news for the fast-paced commercial real estate industry for more than two decades. Our award-winning, industry-focused news informs subscribers and complements CoStar’s role as the industry’s leading source of commercial real estate information and data. Fortune Magazine recently named CoStar Group top 100 fastest growing companies in the world. As a member of CoStar’s news team, you will direct and lead our news coverage for one of several key industry beats ranging from Multifamily, Retail, Office, Industrial and Finance. Drawing on your journalism experience, industry knowledge and sources, you will uncover and confirm the biggest stories of the day and deliver news, expert commentary and analysis of the latest trends to our large audience of real estate deal-makers throughout the U.S. You will also enjoy unlimited access to the largest and most comprehensive database of commercial property information in the world for use in your news reports.

CoStar is expanding our news platform with the addition of several news editor positions and additional resources to take our news service to the next level. This is a great opportunity for experienced, tech-savvy, digital-oriented and highly-organized business journalists to take charge and set the news direction for your assigned beat. Previous reporting experience covering commercial real estate is a definite advantage.

Essential Functions:
Take the lead in defining, producing and managing the delivery of original news coverage for CoStar’s extensive online audience of commercial real estate professionals.
Collaborate and coordinate coverage with CoStar’s News Team to develop story ideas, diversify our coverage, and ensure timely delivery and coverage across markets.
Source and develop insightful news content from internal and external data sources and tell data-driven stories in a compelling manner.
Cultivate and manage a bench of knowledgeable sources and expert contributors.
Creatively develop engaging imagery to accompany your reporting.
Attend major industry events and plan and manage special event coverage, (e.g. ICSC’s RECon conference and NAA’s annual conference for multifamily property).
Monitor major industry trends, leaders and companies, including news and social channels, for leads and industry relevance.
Be responsible for the accuracy and veracity of the news you report and follow generally accepted journalism ethics and standards to report the facts, including a commitment to truth, accuracy, fairness and impartiality.
Use traffic and keyword data to gain a better understanding of the news our readers are most interested in to help shape future news coverage.

Skills and Qualifications:
Proven real estate journalist with extensive experience in a high profile editorial news or online content-creating/curating role covering commercial real estate (min. five years.) with regular writing/reporting experience for an online audience.
Results oriented – with proven ability to prioritize, drive and achieve results through self and others while working to deadlines under pressure.
Strong journalism background with proven writing and copy-editing skills, ideal candidates will also be experienced writing in a variety of styles, from straightforward hard news to profiles of industry leaders and longer, analytic pieces.
Candidates should be comfortable in digital media, with a creative flair for images and other visual content to accompany news reports.
B2B media experience preferred.
In addition to having a sharp eye for news and exceptional attention to detail, journalists should have high standards for their work product, with superior attention to details and accuracy.
Strategic mindset and analytical skills with ability to source and develop news from internal and external data sources, including the unmatched property information and data available in CoStar’s proprietary information service.
Excellent web headline and copywriting skills, with a command of AP Style and a deep knowledge of SEO best practices.
Ability to work within a team collaborative environment and manage both up and down management chain.
Basic knowledge of HTML and social media.
Bachelor’s degree or higher required; ideally in journalism, communications, or a related discipline.LI - AA1

CoStar Group is an Equal Employment Opportunity Employer; we maintain a drug-free workplace and perform pre-employment substance abuse testing"
"Senior Content Managing Editor, Development",Florida International University,"Miami, FL",2018-11-03 17:38:57,https://www.indeed.com/viewjob?jk=1e6c2b8217b5baea,NaN,indeed,"$60,000 - $65,000 a yearJob Summary


Leads efforts to ensure that all solicitation and stewardship materials meet the highest possible standards for editorial quality, while conveying a consistent brand message for University Advancement, FIU, and its colleges and units.
Assists the Director of Writing and Editorial Services with proposal development and writing. Develops relationships with University Advancement leadership, development officers, faculty, and staff to facilitate the development of proposals.
Leads and provides broad assistance of the writing and editing of text for fund-raising materials, including letters of inquiry, gift agreements, brochures, newsletters, donor nominations, capital campaign and other marketing materials, website content, project summaries, and select cultivation, solicitation, and stewardship materials for development officers.
Proactively identifies proposal opportunities by reviewing RFPs (Request for Proposals) from foundations and corporations.
Takes the lead on the development of the new First Generation Scholarship Fund website, working with the Assoc. Director of Development for First Generation Scholarships and the Web Communications team.
Populate and update the First Generation website with relevant content, including features on students and donors.
Takes lead on content creation and content management for the new give.fiu.edu website.
Takes the lead on, creates and manages the production process and proposed production schedule of at least 3-4 stories/content pieces per month for the give.fiu.edu website.
Manage content from other UA communicators as part of the production schedule.
Interview relevant constituents to proactively find and source content for compelling stories.
Lead and supervise any needed photography or production of videos to accompany select stories and other marketing and communications collateral.
Take lead on creating social media channels and/or content centered on philanthropy, as needed as the capital campaign develops.
Assists the Department of Donor Relations and Stewardship Services with the creation of stories on the impact of giving for the FIU Foundation Annual Report.
Edits select gift acknowledgments prepared by the Office of Donor Relations and Stewardship Services.
Edits fundraising materials produced by the Office of Annual Giving.
Assists Gift Services and Data Processing with the creation of customized pledge reminders.

Minimum Qualifications


Bachelor's degree in relevant field with five (5) years of experience as a professional writer or journalist.

Desired Qualifications


Bachelor's degree in a relevant field (English, journalism, communications, or related major).
Job Category


Administrative

Advertised Salary


$60,000 - $65,000
Work Schedule


Begin time: 8:30 AM
End time: 5:00 PM
Pre-Employment Requirements


Criminal Background Check
Other Information


Ability to work flexible hours as needed."
News Director,KDNK Radio,"Carbondale, CO 81623",2018-11-03 17:38:09,https://www.indeed.com/viewjob?jk=091962698bcd3a90,NaN,indeed,"KDNK seeks an experienced journalist, open to risk-taking and innovation, who will lead editorial decision making and digital content strategy. Are you ready to get to work amplifying local voices and evoking a strong sense of place? As News Director, you will produce daily broadcast news on deadline and lead investigative coverage to make meaningful impact.


KDNK’s News Director reports to the General Manager, sharing station operation duties with the Program Director, Music Director, Development Director, and Underwriting Manager. Adult and youth volunteers, as well as paid hosts all count on your leadership. Strong teamwork is essential, particularly during semi-annual Membership Drives and local elections.


KDNK values diversity. We collaborate with Rocky Mountain Community Radio coalition, Western Slope Resource Reporting, the Andy Zanca Youth Empowerment news team, Connecting the Drops, Sounds of the High Country, and other joint projects.


Responsibilities:
Manage 10 minutes of KDNK Local News stories each weekday
Exercise news judgment, define journalistic priorities, and build trust
Help lead KDNK’s digital initiatives and audience engagement efforts
Circulate scripts for hosts of NPR’s Morning Edition and All Things Considered
Cover government, natural resources, health care, housing, and education beats
Monitor emergencies, weather, transportation, ski slopes, and river flows
Write headlines, shoot photos, and compose online stories
Provide editorial guidance to Spanish-language hosts, freelance producers, interns, the


youth news team, and volunteers
Support public affairs hosts with on-air and online content
Host network news programming and live events
Participate in quarterly KDNK Community Advisory Board meetings
Necessary Skills and Experience:
Professional management experience
Training as a reporter, writer, editor, photographer, or producer
Familiarity with best practices for digital content and social media
Demonstrated commitment to accuracy, ethics, and transparency"
Correspondent - ConfectioneryNews & BakeryAndSnacks,William Reed Business Media Ltd,"Chicago, IL 60606 (Loop area)",2018-11-03 17:37:23,https://www.indeed.com/viewjob?jk=6bc06dd0f6f4f5ba,NaN,indeed,"ConfectioneryNews provides a 360-degree view of the global confectionery market, spanning R&D, commodities, ingredients, processing & packaging, manufacturing, retail and shopper insights, market trends, regulation and safety.
BakeryandSnacks provides a 360-degree view of the bakery and snacks markets, spanning everything from manufacturing, processing and packaging, to commodities, retail and shopper insights, ingredients, R&D, market trends and regulation & safety.
Our team of award-winning journalists deliver daily news, analysis, online and face-to-face events, podcasts and video coverage of the issues and stories impacting decision makers in their industries.
Objectives
To champion the growth of our industry vertical brands ConfectioneryNews / BakeryAndSnacks with a key focus on editorial content for the North American markets by:
Delivering high quality editorial content in multi-media and written formats
Exploring, identifying and recommending brand development opportunities (new content formats, scopes and dissemination modes, brand extensions) suiting the North American markets to upper management, and any other activities relevant to the growth of our brands.
Following and contributing ideas to BAS / CN editorial road maps
Core responsibilities
Delivering compelling written and multimedia content across BAS / CN websites
Working towards a story count of two and occasionally three articles a day, with strict daily deadlines
Will be required to deliver broadcast quality video off the back of industry events and one-on-one interviews
Attend relevant trade events and conferences in North America and occasionally internationally
Contribute to special editions, online and F2F events
Occasionally moderate at online and F2F events
Utilise social media for lead sourcing, content sharing and contact building
Network at key industry events to build a strong portfolio of editorial contacts and raise profile of BAS / CN brands
Maintain record of industry contacts and sources in shared editorial database
Conduct joint business visits with sales team where appropriate to demonstrate brand unity and clearly define editorial standards
Collaborate with events, marketing and sales teams on any other projects of potential benefit to BAS / CN brands within a framework of editorial integrity
Required experience and skills
Trained business / science / multimedia journalist
2+ years of B2B journalistic experience
Experience in the bakery or confectionery industry a plus
Experience in breaking news in text articles, video, podcast reports or use social media
Vibrant networking, communication and interpersonal skills
Social media savvy
Highly collaborative
Imaginative and strong sense of initiative
Proficient knowledge of Microsoft Office
Well organised and ability to work to tight deadlines
Company benefits include
25 days PTO
401(K)
Health insurance
Dental and vision insurance
Flexible Spending Account (FSA)
Employee Assistance Program (EAP)"
Multimedia Journalist Reporter,WIVB/WNLO,"Buffalo, NY",2018-11-03 17:37:19,https://www.indeed.com/viewjob?jk=dcf801ced7f7060c,NaN,indeed,"Desired: Driver's LicenseCareers
Multimedia Journalist Reporter
Posted: Nov 02, 2018 11:18 AM EDT

Updated: Nov 02, 2018 11:18 AM EDT

The Multimedia Journalist Reporter produces, reports, shoots, writes, voices, edits and feeds news production content for all platforms in a manner that is clear, engaging and meaningful to news consumers.

Essential Duties & Responsibilities


Reports news stories for broadcast, describing the background and details of events
Arranges interviews with people who can provide information about stories
Reviews copy and corrects errors in content, grammar and punctuation, following prescribed editorial style and formatting guidelines
Reviews and evaluates notes taken about event aspects to isolate pertinent facts and details
Determines a story’s emphasis, length and format, and organizes material accordingly
Researches and analyzes background information related to news stories to be able to provide complete and accurate information
Gathers information about events through research, interviews, experience or attendance at political, news, sports, artistic, social or other functions
Pitches stories to news managers and news producers which are relevant to the local community
Receives assignments and evaluates leads and tips to develop story ideas
Discusses issues with producers and/or news managers to establish priorities or positions
Checks reference materials such as books, news files or public records to obtain relevant facts
Revises work to meet editorial approval or to fit time requirements
Shoots and edits news events and news reports
Produces and presents reports for all platforms
Ensures that all content meets company standards for journalistic integrity and production quality
Writes stories for the web and other eMedia platforms
Interacts with viewers/users on social media sites
Performs special projects and other duties as assigned

Requirements & Skills:

Bachelor’s degree in Broadcast Journalism, or a related field, or an equivalent combination of education and work-related experience
Fluency in English
Excellent communication skills, both oral and written with the ability to ad lib when required
Minimum two years’ experience in news reporting (Depending on market size)
Superior on-air presence
Proficiency with computers, telephones, copiers, scanners, fax machines and other office equipment
Ability to meet deadlines, prioritize assignments and handle multiple tasks simultaneously
Valid driver’s license with a good driving record
Flexibility to work any shift

Physical Demands & Work Environment:
The Multimedia Journalist Reporter must be able to sit, conduct telephone conversations, use electronic mail, write letters and memos, conduct face-to-face discussions with individuals or groups, make decisions without supervision, make decisions that impact the results of co-workers, work near others, work outdoors occasionally in all weather conditions, and work indoors in environmentally controlled conditions. In addition, the Multimedia Journalist Reporter must be able to lift, set up and operate equipment weighing up to 25 pounds, and be able to handle, control or feel objects, tools or controls. Repetitive movements are required. Work may be conducted in extremely bright or inadequate lighting conditions.

Apply online at - http://www.nexstar.tv/careers/"
"Part-time Editor, Overnight",The E.W. Scripps Company,"Milwaukee, WI 53212 (Harambee area)",2018-11-02 17:38:36,https://www.indeed.com/viewjob?jk=982ddfb59dffc161,NaN,indeed,"Part-timeTMJ4 in Milwaukee, WI is looking for a part-time, overnight, Editor to join our team that has a great tradition of excellence. Our Editors integrate visual content and audio material to create compelling stories as well as completing daily editing projects for multiple platforms.

Responsibilities include:

Capture visual content and edit long-form stories and daily newscasts as needed
Work with producers, multi-media journalists and photojournalists to ensure a high-quality product consistent with station's brand
Responsible for operating various news gathering equipment, including but not limited to video camera and video editing equipment
Maintain video archive filing system
Knowledge of and proficiency in posting content to the television station Web site
Knowledge and demonstration of creativity, editorial judgment, journalistic ethics and libel laws
Reacts to breaking news on an immediate basis.
Gathers story related materials (sound and video) on a timely basis.
Coordinates remote and studio events, creating synergy between remote and studio productions.
Collaborates with affiliates on breaking news stories, sharing of information.
Perform other duties as assigned
 Education & Experience/Certifications

Associates degree in journalism or related field
Minimum of 2 years' experience in related field preferred.
 Skills & Abilities

Proficiency in non-linear, editing, including Final Cut Pro.
Valid driver's license, driving record in compliance with station policy, and proof of insurability (liability limits of $100,000 per person/$300,000 per accident/$50,000 property as defined by station policy
 About Scripps

The E.W. Scripps Company (NYSE: SSP) serves audiences and businesses through a growing portfolio of television, radio and digital media brands. With 33 television stations, Scripps is one of the nation's largest independent TV station owners. Scripps runs an expanding collection of local and national journalism and content businesses, including Newsy, the next-generation national news network; podcast industry leader Midroll Media; and fast-growing national broadcast networks Bounce, Grit, Escape and Laff. Scripps produces original programming including ""Pickler & Ben,"" runs an award-winning investigative reporting newsroom in Washington, D.C., and is the longtime steward of the Scripps National Spelling Bee. Founded in 1878, Scripps has held for decades to the motto, ""Give light and the people will find their own way.""

 As an equal employment opportunity employer, The E.W. Scripps Company and its affiliates do not discriminate in its employment decisions on the basis on race, sex, sexual orientation, gender, color, religion, age, genetic information, medical condition, disability, marital status, citizenship or national origin, and military membership or veteran status, or on any other basis which would be in violation of any applicable federal, state or local law. Furthermore, the company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship for the company."
Editor,Kharon,"Los Angeles, CA",2018-11-02 17:37:34,https://www.indeed.com/viewjob?jk=e1a042242082752a,NaN,indeed,"We are seeking a full-time editor in our Los Angeles or Washington, DC office with 3 to 10 years of professional experience to drive the publication of high-quality, engaging stories on foreign affairs and national security issues for our transformative media platform.

Position Overview::

The editor will coordinate closely with a team of sanctions and national security subject matter experts to pursue groundbreaking news opportunities, craft timely and actionable news analysis, strategically drive coverage, and cultivate opportunities for innovative reporting through features and new products.

The editor will also:
Synchronize reporting to optimize research, business, and marketing objectives;
Guide writers and researchers in identifying and crafting compelling story narratives;
Develop deep domain expertise and situational awareness of national security and sanctions-related story cycles;
Edit content to ensure the highest levels of quality production;
Implement reporting production plans aligned with global events;
Imagine and design new media products that engage and educate audiences.


Requirements::

Motivated, entrepreneurial, and creative individual with 3 to 10 years of professional experience as a researcher, writer, journalist, or editor with a demonstrated track record of excellence in driving innovative reporting or analysis;
Engaging storyteller who is able to translate complex factual analysis into engaging and informative narratives;
Proactive problem solving skills, a precise attention to detail, strong communications skills, and an ability to manage priorities in meeting deadlines;
Educational or professional background in international affairs with a demonstrated track record of success in crafting clear, concise, and insightful stories.
Sophisticated understanding of social media content optimization strategies for online publishing platforms is also preferred.


This opportunity is an immediate opening and will be available on an ongoing basis until filled.

Business Overview::

Kharon is a tight-knit, fast-growing information services and technology company. The Kharon platform serves as the definitive resource for financial institutions, multinationals, and government clients globally to understand and manage sanctions-related risk. The company is based in Los Angeles and Washington, DC.

We are experts in assessing and analyzing markets impacted by regulatory risk, sanctioned actors, political upheaval, violent conflict, and corruption. Our deep data approach to research and analysis utilizes open-source research methods, network analysis, and data analytics to generate insights into some of today's most complex policy, regulatory, and national security issues.

The Kharon Brief publishes a continuous cycle of insightful news, analysis, and perspectives on international security topics relevant to commercial, governmental, and media stakeholders.

Kharon is a Camstoll Group company.

Submissions::

Interested candidates should submit a resume, cover letter, and several samples of recently published work.

Salary and Benefits::
Competitive salary
Health insurance
401(k)
Free parking or subsidized Metro Pass
Weekly catered lunches
Fully-stocked kitchen with gourmet coffee, healthy snacks, and beverages
Collaborative and modern open-plan workspace"
"Job 1690, Crime Reporter - Steamboat Springs Pilot and Today",Swift Communications Inc,"Steamboat Springs, CO",2018-11-01 17:38:24,https://www.indeed.com/viewjob?jk=f0079edf69a93a8b,NaN,indeed,"The Steamboat Pilot is looking for an ambitious, watchdog journalist who loves to file records requests, chase down important news stories and tell them in a way that connects with readers on multiple platforms. The right candidate must also be able to shoot and edit images and post content to social media platforms. Video skills are a plus.
Steamboat is not only home to a world-class ski resort, known for its Champagne powder, but a vibrant, adventure-loving community that is famous for its friendliness and authentic western spirit, making it a great place to live, work and play.

Our application process is two parts. Please start here and complete the questionnaire. When complete, return to this page and click apply to complete your application.

Responsibilities include (but are not limited to):

Generating one to two stories a day and taking photos and video to complement storytelling.
Demonstrating effective use of social media tools to source stories and drive traffic to website and print products.
Ensuring accuracy, objectivity, fairness and correct spelling in all reporting.
Following the vision and direction of the Steamboat Pilot & Today editor.
Meeting deadlines without exception.
Working collaboratively with other reporters on shared editorial projects.
Engaging with readers through online commenting, attendance at newspaper events and social media interactions.
Qualifications:

Journalism degree
Two years of experience in reporting
Must be available to work some nights and weekends
Familiarity with WordPress, Microsoft Office, Photoshop
Digital photography experience
Must have a current driver’s license or the ability to get one.
Swift Communications is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law."
"Weekend Anchor/General Assignment Reporter, KABC-TV",Media Networks,"Glendale, CA",2018-11-01 17:38:15,https://www.indeed.com/viewjob?jk=c9c622d19ade0958,NaN,indeed,"ABC7 Los Angeles seeks a Weekend Anchor/ General Assignment Reporter. Minimum 3 years news anchoring experience preferred. Willingness to shoot and edit is preferred. Qualified candidates must be excellent writers; have the ability to enterprise exclusive content; demonstrate strong live presentation skills as well as excellent social media fluency.

If you work well under deadline pressure, are an ethical journalist and strong story-teller across all platforms, and are comfortable handling live breaking news at the anchor desk and in the field please apply online. 604250"
